Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,19,5,0,0,-7,2.1,0,-7,0,0
1,19,6,0,0,-6.6,1.4,0,-6.6,0,0
1,19,7,0,0,-6.3,0.7,0,-6.3,0,0
1,19,8,0,17,-5.9,0,16.099,-9.956,934.053,621.066
1,19,9,0,82,-4.3,0.3,80.283,-4.543,4556.336,4171.829
1,19,10,4,163,-2.8,0.7,167.065,0.97,9262.829,8772.829
1,19,11,11,237,-1.2,1,251.723,5.638,13681.934,13079.956
1,19,12,7,233,-0.7,1.4,242.377,5.631,13176.386,12587.853
1,19,13,3,197,-0.1,1.7,199.819,4.545,10914.144,10383.765
1,19,14,0,140,0.4,2.1,137.777,2.816,7581.755,7131.065
1,19,15,0,94,-0.2,1.9,91.432,0.714,5076.447,4680.979
1,19,16,0,40,-0.8,1.7,37.948,-1.672,2128.159,1792.525
1,19,17,0,4,-1.4,1.5,3.78,-3.643,213.753,0
1,19,18,0,0,-1.7,1.2,0,-1.7,0,0
1,19,19,0,0,-1.9,0.8,0,-1.9,0,0
1,19,20,0,0,-2.2,0.5,0,-2.2,0,0
1,19,21,0,0,-2.2,0.5,0,-2.2,0,0
1,19,22,0,0,-2.3,0.5,0,-2.3,0,0
1,19,23,0,0,-2.3,0.5,0,-2.3,0,0
1,20,0,0,0,-2.3,0.5,0,-2.3,0,0
1,20,1,0,0,-2.4,0.5,0,-2.4,0,0
1,20,2,0,0,-2.4,0.5,0,-2.4,0,0
1,20,3,0,0,-2.4,0.3,0,-2.4,0,0
1,20,4,0,0,-2.4,0.2,0,-2.4,0,0
1,20,5,0,0,-2.4,0,0,-2.4,0,0
1,20,6,0,0,-2.1,0.3,0,-2.1,0,0
1,20,7,0,0,-1.9,0.7,0,-1.9,0,0
1,20,8,0,18,-1.6,1,17.048,-3.906,964.968,651.407
1,20,9,1,100,-0.6,1,100.491,0.152,5591.106,5184.624
1,20,10,92,192,0.3,1,266.298,7.223,14314.334,13695.308
1,20,11,280,233,1.3,1,479.853,16.013,24829.232,23889.17
1,20,12,116,269,1.2,1.7,383.748,12.134,20253.26,19461.619
1,20,13,35,225,1.1,2.4,266.875,7.452,14386.781,13765.785
1,20,14,0,141,1,3.1,138.735,3.283,7619.336,7167.787
1,20,15,34,143,0.8,2.6,171.328,3.71,9355.776,8863.55
1,20,16,50,82,0.6,2,108.121,2.105,5855.012,5442.814
1,20,17,0,12,0.4,1.5,11.364,-1.247,636.169,328.69
1,20,18,0,0,0.5,2.2,0,0.5,0,0
1,20,19,0,0,0.7,2.9,0,0.7,0,0
1,20,20,0,0,0.8,3.6,0,0.8,0,0
1,20,21,0,0,0.5,3.4,0,0.5,0,0
1,20,22,0,0,0.2,3.3,0,0.2,0,0
1,20,23,0,0,-0.1,3.1,0,-0.1,0,0
1,21,0,0,0,-0.9,3.1,0,-0.9,0,0
1,21,1,0,0,-1.6,3.1,0,-1.6,0,0
1,21,2,0,0,-2.4,3.1,0,-2.4,0,0
1,21,3,0,0,-2.8,3.1,0,-2.8,0,0
1,21,4,0,0,-3.2,3.1,0,-3.2,0,0
1,21,5,0,0,-3.6,3.1,0,-3.6,0,0
1,21,6,0,0,-3.7,2.4,0,-3.7,0,0
1,21,7,0,1,-3.7,1.7,0.97,-6.083,55.392,0
1,21,8,24,45,-3.8,1,55.693,-4.76,3089.726,2735.19
1,21,9,144,132,-2.4,1.4,220.312,2.32,11924.096,11368.16
1,21,10,207,192,-1.1,1.7,348.533,7.825,18625.936,17883.844
1,21,11,202,231,0.3,2.1,409.232,10.744,21691.807,20854.955
1,21,12,67,283,0.9,2.3,361.843,9.971,19290.4,18528.281
1,21,13,49,237,1.4,2.4,291.827,8.336,15668.873,15012.468
1,21,14,14,175,2,2.6,185.199,5.753,10057.27,9548.062
1,21,15,22,133,1.1,2.2,146.089,3.651,7987.391,7527.382
1,21,16,0,68,0.1,1.9,67.587,0.352,3758.28,3390.252
1,21,17,0,8,-0.8,1.5,7.568,-2.774,426.382,122.747
1,21,18,0,0,-1,1.7,0,-1,0,0
1,21,19,0,0,-1.3,1.9,0,-1.3,0,0
1,21,20,0,0,-1.5,2.1,0,-1.5,0,0
1,21,21,0,0,-1.9,1.9,0,-1.9,0,0
1,21,22,0,0,-2.3,1.7,0,-2.3,0,0
1,21,23,0,0,-2.7,1.5,0,-2.7,0,0
1,22,0,0,0,-3,2,0,-3,0,0
1,22,1,0,0,-3.3,2.6,0,-3.3,0,0
1,22,2,0,0,-3.6,3.1,0,-3.6,0,0
1,22,3,0,0,-3.8,2.4,0,-3.8,0,0
1,22,4,0,0,-4,1.7,0,-4,0,0
1,22,5,0,0,-4.2,1,0,-4.2,0,0
1,22,6,0,0,-3.8,1.2,0,-3.8,0,0
1,22,7,0,1,-3.4,1.3,0.97,-6.024,55.378,0
1,22,8,2,44,-3,1.5,45.2,-4.129,2554.711,2210.765
1,22,9,127,133,-1.3,2,213.038,2.716,11530.988,10985.078
1,22,10,251,189,0.3,2.6,381.845,8.911,20294.492,19501.574
1,22,11,271,245,2,3.1,487.76,13.109,25576.201,24610.637
1,22,12,138,313,2.3,2.9,455.436,13.161,23928.572,23018.785
1,22,13,96,291,2.5,2.8,394.144,11.878,20828.547,20018.984
1,22,14,58,232,2.8,2.6,292.419,9.637,15597.444,14943.039
1,22,15,93,180,2.2,3.3,250.264,7.183,13420.438,12825.435
1,22,16,119,85,1.5,3.9,143.936,3.616,7631.76,7179.927
1,22,17,0,14,0.9,4.6,13.263,-0.127,739.012,429.638
1,22,18,0,0,0.7,6,0,0.7,0,0
1,22,19,0,0,0.5,7.3,0,0.5,0,0
1,22,20,0,0,0.4,8.7,0,0.4,0,0
1,22,21,0,0,0.2,7.3,0,0.2,0,0
1,22,22,0,0,0,6,0,0,0,0
1,22,23,0,0,-0.2,4.6,0,-0.2,0,0
1,23,0,0,0,-0.7,4.6,0,-0.7,0,0
1,23,1,0,0,-1.2,4.6,0,-1.2,0,0
1,23,2,0,0,-1.7,4.6,0,-1.7,0,0
1,23,3,0,0,-2.3,4.6,0,-2.3,0,0
1,23,4,0,0,-3,4.6,0,-3,0,0
1,23,5,0,0,-3.6,4.6,0,-3.6,0,0
1,23,6,0,0,-3.6,4.4,0,-3.6,0,0
1,23,7,0,1,-3.6,4.3,0.97,-5.212,55.194,0
1,23,8,59,49,-3.6,4.1,74.843,-3.646,4051.677,3677.638
1,23,9,117,138,-3,3.9,214.159,0.298,11728.597,11177.659
1,23,10,80,194,-2.5,3.8,260.382,2.243,14307.401,13688.564
1,23,11,18,198,-1.9,3.6,212.398,1.971,11724.104,11173.28
1,23,12,82,265,-1.8,4.1,351.33,4.732,19157.527,18399.436
1,23,13,201,273,-1.7,4.6,464.315,6.986,25046.539,24099.096
1,23,14,409,198,-1.6,5.1,519.166,7.796,27775.393,26732.668
1,23,15,284,155,-1.7,4.1,344.669,5.343,18473.047,17735.521
1,23,16,89,91,-1.9,3.1,139.352,0.623,7543.452,7093.636
1,23,17,0,12,-2,2.1,11.363,-3.409,641.841,334.257
1,23,18,0,0,-2.3,3.5,0,-2.3,0,0
1,23,19,0,0,-2.6,4.8,0,-2.6,0,0
1,23,20,0,0,-2.9,6.2,0,-2.9,0,0
1,23,21,0,0,-3.5,5,0,-3.5,0,0
1,23,22,0,0,-4,3.8,0,-4,0,0
1,23,23,0,0,-4.6,2.6,0,-4.6,0,0
1,24,0,0,0,-5.2,1.7,0,-5.2,0,0
1,24,1,0,0,-5.9,0.9,0,-5.9,0,0
1,24,2,0,0,-6.5,0,0,-6.5,0,0
1,24,3,0,0,-6.3,1.7,0,-6.3,0,0
1,24,4,0,0,-6.2,3.4,0,-6.2,0,0
1,24,5,0,0,-6,5.1,0,-6,0,0
1,24,6,0,0,-5.9,4.4,0,-5.9,0,0
1,24,7,0,1,-5.7,3.8,0.97,-7.451,55.702,0
1,24,8,62,50,-5.6,3.1,76.822,-5.637,4188.966,3812.096
1,24,9,399,103,-4.7,3.6,324.598,1.375,17354.77,16650.199
1,24,10,589,128,-3.9,4.1,543.537,7.098,28964.035,27878.314
1,24,11,768,98,-3,4.6,706.569,11.02,37277.871,35866.105
1,24,12,813,94,-2.6,3.9,774.756,14.745,40300.395,38759.109
1,24,13,800,94,-2.3,3.3,752.418,15.872,38913.953,37432.809
1,24,14,720,99,-1.9,2.6,643.032,15.007,33234.504,31986.844
1,24,15,455,137,-2.3,2.9,431.433,8.505,22715.152,21845.33
1,24,16,231,86,-2.6,3.3,195.865,1.466,10336.579,9820.522
1,24,17,0,16,-3,3.6,15.163,-3.991,858.612,547.026
1,24,18,0,0,-3.2,3.4,0,-3.2,0,0
1,24,19,0,0,-3.4,3.3,0,-3.4,0,0
1,24,20,0,0,-3.6,3.1,0,-3.6,0,0
1,24,21,0,0,-4.2,3.3,0,-4.2,0,0
1,24,22,0,0,-4.8,3.4,0,-4.8,0,0
1,24,23,0,0,-5.4,3.6,0,-5.4,0,0
1,25,0,0,0,-5.9,3.3,0,-5.9,0,0
1,25,1,0,0,-6.5,2.9,0,-6.5,0,0
1,25,2,0,0,-7,2.6,0,-7,0,0
1,25,3,0,0,-7,3.1,0,-7,0,0
1,25,4,0,0,-7,3.6,0,-7,0,0
1,25,5,0,0,-7,4.1,0,-7,0,0
1,25,6,0,0,-6.9,4.1,0,-6.9,0,0
1,25,7,0,1,-6.7,4.1,0.97,-8.363,55.909,0
1,25,8,66,51,-6.6,4.1,79.092,-6.556,4322.755,3943.114
1,25,9,403,103,-5.8,4.3,326.95,-0.246,17602.152,16890.361
1,25,10,592,128,-5,4.4,546.474,5.615,29312.096,28213.613
1,25,11,770,99,-4.2,4.6,710.762,9.914,37687.055,36258.098
1,25,12,819,93,-3.7,5.1,780.315,11.154,41247.152,39664.094
1,25,13,808,93,-3.2,5.7,759.637,10.36,40267.879,38728.02
1,25,14,732,97,-2.7,6.2,651.173,8.234,34683.926,33378.641
1,25,15,509,121,-3.2,5.3,446.216,4.869,23834.807,22928.141
1,25,16,243,87,-3.7,4.5,202.292,-0.197,10746.211,10220.02
1,25,17,0,17,-4.2,3.6,16.114,-5.155,916.824,604.157
1,25,18,0,0,-4.8,4.3,0,-4.8,0,0
1,25,19,0,0,-5.3,5,0,-5.3,0,0
1,25,20,0,0,-5.9,5.7,0,-5.9,0,0
1,25,21,0,0,-6.7,5.3,0,-6.7,0,0
1,25,22,0,0,-7.5,5,0,-7.5,0,0
1,25,23,0,0,-8.3,4.6,0,-8.3,0,0
1,26,0,0,0,-8.4,4.1,0,-8.4,0,0
1,26,1,0,0,-8.4,3.6,0,-8.4,0,0
1,26,2,0,0,-8.5,3.1,0,-8.5,0,0
1,26,3,0,0,-8.4,2.6,0,-8.4,0,0
1,26,4,0,0,-8.2,2,0,-8.2,0,0
1,26,5,0,0,-8.1,1.5,0,-8.1,0,0
1,26,6,0,0,-7.9,1.3,0,-7.9,0,0
1,26,7,0,2,-7.8,1.2,1.94,-10.454,112.769,0
1,26,8,71,53,-7.6,1,82.985,-7.598,4549.944,4165.57
1,26,9,413,103,-6.7,1.9,332.32,1.024,17794.359,17076.93
1,26,10,603,127,-5.9,2.7,553.643,7.452,29463.939,28359.867
1,26,11,779,97,-5,3.6,716.942,11.378,37774.055,36341.43
1,26,12,827,92,-4.1,3.8,787.55,13.836,41140.852,39562.512
1,26,13,818,91,-3.1,3.9,767.338,14.264,39982.16,38454.789
1,26,14,744,95,-2.2,4.1,659.379,12.259,34510.367,33212.055
1,26,15,518,122,-2.6,3.6,453.94,7.917,23937.342,23027.262
1,26,16,250,89,-3,3.1,207.942,1.544,10970.17,10438.391
1,26,17,0,18,-3.4,2.6,17.065,-4.365,967.757,654.144
1,26,18,0,0,-3.4,2.4,0,-3.4,0,0
1,26,19,0,0,-3.4,2.3,0,-3.4,0,0
1,26,20,0,0,-3.4,2.1,0,-3.4,0,0
1,26,21,0,0,-3,2.6,0,-3,0,0
1,26,22,0,0,-2.6,3.1,0,-2.6,0,0
1,26,23,0,0,-2.2,3.6,0,-2.2,0,0
1,27,0,0,0,-2.5,2.4,0,-2.5,0,0
1,27,1,0,0,-2.7,1.2,0,-2.7,0,0
1,27,2,0,0,-3,0,0,-3,0,0
1,27,3,0,0,-3.2,0.5,0,-3.2,0,0
1,27,4,0,0,-3.3,1,0,-3.3,0,0
1,27,5,0,0,-3.5,1.5,0,-3.5,0,0
1,27,6,0,0,-3.4,3.1,0,-3.4,0,0
1,27,7,0,1,-3.3,4.6,0.97,-4.836,55.108,0
1,27,8,0,39,-3.2,6.2,38.034,-3.843,2152.304,1816.202
1,27,9,5,109,-2.2,5.7,111.489,-1.487,6239.893,5819.281
1,27,10,0,141,-1.1,5.1,139.241,0.324,7743.609,7289.213
1,27,11,0,123,-0.1,4.6,118.94,1.054,6594.282,6165.839
1,27,12,0,136,0.4,5.5,131.87,1.637,7293.164,6849.04
1,27,13,0,132,0.9,6.3,127.881,1.981,7062.236,6623.329
1,27,14,0,112,1.4,7.2,108.022,2.072,5963.256,5548.701
1,27,15,0,96,1.3,7,92.888,1.72,5135.416,4738.694
1,27,16,0,54,1.3,6.9,51.647,1.038,2863.639,2513.601
1,27,17,0,8,1.2,6.7,7.567,0.158,421.129,117.59
1,27,18,0,0,0.8,5.8,0,0.8,0,0
1,27,19,0,0,0.4,5,0,0.4,0,0
1,27,20,0,0,0,4.1,0,0,0,0
1,27,21,0,0,-0.1,4.8,0,-0.1,0,0
1,27,22,0,0,-0.1,5.5,0,-0.1,0,0
1,27,23,0,0,-0.2,6.2,0,-0.2,0,0
1,28,0,0,0,-0.1,5.5,0,-0.1,0,0
1,28,1,0,0,-0.1,4.8,0,-0.1,0,0
1,28,2,0,0,0,4.1,0,0,0,0
1,28,3,0,0,0,3.6,0,0,0,0
1,28,4,0,0,0,3.1,0,0,0,0
1,28,5,0,0,0,2.6,0,0,0,0
1,28,6,0,0,0.1,3.1,0,0.1,0,0
1,28,7,0,1,0.3,3.6,0.97,-1.496,54.35,0
1,28,8,0,16,0.4,4.1,15.147,-0.956,846.926,535.556
1,28,9,0,57,1.6,3.4,54.113,1.089,2999.684,2646.942
1,28,10,0,95,2.7,2.8,91.179,3.226,5008.796,4614.764
1,28,11,0,123,3.9,2.1,118.895,5.393,6470.961,6045.252
1,28,12,22,255,4.2,3.5,277.042,9.263,14822.88,14189.958
1,28,13,240,261,4.5,4.8,481.861,13.197,25292.707,24336.863
1,28,14,583,172,4.8,6.2,629.875,15.05,32621.941,31398.229
1,28,15,375,155,4.1,5.7,401.255,10.96,20968.596,20154.639
1,28,16,120,102,3.5,5.1,165.089,5.923,8717.522,8240.472
1,28,17,0,16,2.8,4.6,15.16,1.862,837.642,526.444
1,28,18,0,0,2.7,4.6,0,2.7,0,0
1,28,19,0,0,2.6,4.6,0,2.6,0,0
1,28,20,0,0,2.5,4.6,0,2.5,0,0
1,28,21,0,0,2,5.6,0,2,0,0
1,28,22,0,0,1.6,6.7,0,1.6,0,0
1,28,23,0,0,1.1,7.7,0,1.1,0,0
1,29,0,0,0,0.5,7.4,0,0.5,0,0
1,29,1,0,0,-0.2,7,0,-0.2,0,0
1,29,2,0,0,-0.8,6.7,0,-0.8,0,0
1,29,3,0,0,-1.4,5.5,0,-1.4,0,0
1,29,4,0,0,-1.9,4.3,0,-1.9,0,0
1,29,5,0,0,-2.5,3.1,0,-2.5,0,0
1,29,6,0,0,-2.3,3.1,0,-2.3,0,0
1,29,7,0,2,-2,3.1,1.94,-3.872,109.779,0
1,29,8,80,56,-1.8,3.1,88.848,-1.519,4740.628,4352.257
1,29,9,301,125,-0.6,2.4,295.989,5.569,15654.04,14998.051
1,29,10,326,199,0.5,1.7,444.226,12.447,23238.561,22351.615
1,29,11,287,257,1.7,1,516.095,18.427,26432.18,25436.951
1,29,12,155,293,2.5,1.7,453.949,15.527,23600.746,22701.848
1,29,13,68,265,3.2,2.4,338.488,11.633,17913.262,17192.332
1,29,14,17,192,4,3.1,204.709,8.103,11004.604,10471.963
1,29,15,6,147,2.5,2.8,150.814,5.008,8216.171,7750.858
1,29,16,0,76,0.9,2.4,75.017,1.33,4154.242,3778.089
1,29,17,0,11,-0.6,2.1,10.411,-2.272,585.323,278.778
1,29,18,0,0,-1.2,2.4,0,-1.2,0,0
1,29,19,0,0,-1.8,2.8,0,-1.8,0,0
1,29,20,0,0,-2.4,3.1,0,-2.4,0,0
1,29,21,0,0,-3.1,4.8,0,-3.1,0,0
1,29,22,0,0,-3.7,6.5,0,-3.7,0,0
1,29,23,0,0,-4.4,8.2,0,-4.4,0,0
1,30,0,0,0,-5.2,6.5,0,-5.2,0,0
1,30,1,0,0,-6.1,4.8,0,-6.1,0,0
1,30,2,0,0,-6.9,3.1,0,-6.9,0,0
1,30,3,0,0,-6.8,4.1,0,-6.8,0,0
1,30,4,0,0,-6.7,5.2,0,-6.7,0,0
1,30,5,0,0,-6.6,6.2,0,-6.6,0,0
1,30,6,0,0,-6.6,6,0,-6.6,0,0
1,30,7,0,2,-6.6,5.9,1.94,-7.902,111.61,0
1,30,8,89,58,-6.6,5.7,93.932,-6.266,5098.677,4702.737
1,30,9,397,117,-6,5.7,341.821,-1.015,18520.205,17781.271
1,30,10,623,127,-5.3,5.7,571.42,4.218,30856.566,29700.521
1,30,11,791,98,-4.7,5.7,734.204,8.101,39264.246,37768.023
1,30,12,838,92,-4.5,6,804.767,9.343,42902.215,41244.75
1,30,13,831,91,-4.3,6.4,786.544,8.746,42016.113,40398.703
1,30,14,777,89,-4.1,6.7,681.954,6.808,36578.84,35196.191
1,30,15,546,123,-4.5,6,477.151,3.498,25675.029,24706.064
1,30,16,282,94,-4.9,5.3,228.901,-1.239,12226.484,11662.77
1,30,17,0,22,-5.3,4.6,20.945,-6.027,1195.961,878.085
1,30,18,0,0,-5.6,4.6,0,-5.6,0,0
1,30,19,0,0,-5.9,4.6,0,-5.9,0,0
1,30,20,0,0,-6.2,4.6,0,-6.2,0,0
1,30,21,0,0,-6.8,5.1,0,-6.8,0,0
1,30,22,0,0,-7.4,5.7,0,-7.4,0,0
1,30,23,0,0,-8,6.2,0,-8,0,0
1,31,0,0,0,-8.2,4.3,0,-8.2,0,0
1,31,1,0,0,-8.5,2.4,0,-8.5,0,0
1,31,2,0,0,-8.7,0.5,0,-8.7,0,0
1,31,3,0,0,-8.7,0.3,0,-8.7,0,0
1,31,4,0,0,-8.6,0.2,0,-8.6,0,0
1,31,5,0,0,-8.6,0,0,-8.6,0,0
1,31,6,0,0,-8.3,0.5,0,-8.3,0,0
1,31,7,0,3,-8.1,1,2.91,-10.846,169.42,0
1,31,8,93,59,-7.8,1.5,96.193,-7.31,5238.992,4840.063
1,31,9,110,144,-6.5,3.6,216.382,-2.945,12033.945,11475.19
1,31,10,29,183,-5.1,5.6,203.57,-2.429,11433.485,10890.046
1,31,11,0,128,-3.8,7.7,123.86,-2.864,6980.749,6543.673
1,31,12,5,189,-3.5,7.9,190.867,-1.659,10702.404,10177.301
1,31,13,5,233,-3.1,8,238.543,-0.511,13311.732,12719.616
1,31,14,11,239,-2.8,8.2,252.14,-0.015,14037.874,13426.333
1,31,15,50,185,-3.7,8.9,228.354,-1.388,12744.479,12167.302
1,31,16,70,99,-4.6,9.6,134.77,-3.649,7474.579,7026.333
1,31,17,0,18,-5.5,10.3,17.06,-6.12,974.49,660.752
1,31,18,0,0,-6.9,8.1,0,-6.9,0,0
1,31,19,0,0,-7.5,5.8,0,-7.5,0,0
1,31,20,0,0,-8,3.6,0,-8,0,0
1,31,21,0,0,-8.3,3.9,0,-8.3,0,0
1,31,22,0,0,-8.5,4.3,0,-8.5,0,0
1,31,23,0,0,-8.5,4.6,0,-8.5,0,0
2,1,0,0,0,-8.5,2.8,0,-8.5,0,0
2,1,1,0,0,-8.5,2.4,0,-8.5,0,0
2,1,2,0,0,-8.6,2.1,0,-8.6,0,0
2,1,3,0,0,-8.9,1.7,0,-8.9,0,0
2,1,4,0,0,-9.2,1.4,0,-9.2,0,0
2,1,5,0,0,-9.5,1,0,-9.5,0,0
2,1,6,0,0,-9,1.4,0,-9,0,0
2,1,7,0,3,-8.6,1.7,2.91,-10.936,169.482,0
2,1,8,98,61,-8.2,2.1,100.012,-7.608,5450.795,5047.332
2,1,9,405,119,-6.8,2.3,349.258,1.013,18773.543,18027.025
2,1,10,630,128,-5.3,2.4,579.928,9.296,30648.082,29499.896
2,1,11,799,98,-3.9,2.6,744.468,15.11,38609.238,37141.145
2,1,12,873,76,-3.2,2.9,813.32,17.22,41867.738,40256.984
2,1,13,832,93,-2.4,3.3,794.692,16.851,40960.617,39390.262
2,1,14,764,97,-1.7,3.6,686.226,14.446,35611.734,34268.859
2,1,15,403,159,-2.2,3.3,433.67,8.252,22958.65,22080.883
2,1,16,141,111,-2.8,2.9,184.674,1.223,9947.012,9440.493
2,1,17,0,19,-3.3,2.6,18.01,-4.316,1021.159,706.552
2,1,18,0,0,-3.4,2.1,0,-3.4,0,0
2,1,19,0,0,-3.5,1.5,0,-3.5,0,0
2,1,20,0,0,-3.6,1,0,-3.6,0,0
2,1,21,0,0,-3.4,1.5,0,-3.4,0,0
2,1,22,0,0,-3.2,2.1,0,-3.2,0,0
2,1,23,0,0,-3,2.6,0,-3,0,0
2,2,0,0,0,-3.3,4,0,-3.3,0,0
2,2,1,0,0,-3.5,5.3,0,-3.5,0,0
2,2,2,0,0,-3.8,6.7,0,-3.8,0,0
2,2,3,0,0,-3.9,6.7,0,-3.9,0,0
2,2,4,0,0,-3.9,6.7,0,-3.9,0,0
2,2,5,0,0,-4,6.7,0,-4,0,0
2,2,6,0,0,-3.7,6.7,0,-3.7,0,0
2,2,7,0,1,-3.3,6.7,0.97,-4.5,55.032,0
2,2,8,0,19,-3,6.7,17.993,-3.938,1018.587,704.027
2,2,9,0,62,-3.5,6.5,58.874,-3.751,3330.387,2971.027
2,2,10,0,102,-3.9,6.4,98.09,-3.439,5541.562,5136.146
2,2,11,0,131,-4.4,6.2,126.814,-3.384,7162.66,6721.488
2,2,12,1,178,-4.5,7,175.751,-2.746,9900.262,9394.882
2,2,13,2,207,-4.5,7.9,207.497,-2.367,11669.979,11120.535
2,2,14,4,205,-4.6,8.7,208.583,-2.564,11739.492,11188.277
2,2,15,47,172,-5.1,8.7,210.347,-3.04,11821.175,11267.874
2,2,16,50,104,-5.6,8.7,131.779,-4.633,7379.296,6933.218
2,2,17,0,20,-6.1,8.7,18.96,-6.765,1085.931,770.115
2,2,18,0,0,-6.5,8.2,0,-6.5,0,0
2,2,19,0,0,-6.9,7.7,0,-6.9,0,0
2,2,20,0,0,-7.3,7.2,0,-7.3,0,0
2,2,21,0,0,-7.4,7.4,0,-7.4,0,0
2,2,22,0,0,-7.6,7.5,0,-7.6,0,0
2,2,23,0,0,-7.7,7.7,0,-7.7,0,0
2,3,0,0,0,-8,8,0,-8,0,0
2,3,1,0,0,-8.4,8.4,0,-8.4,0,0
2,3,2,0,0,-8.7,8.7,0,-8.7,0,0
2,3,3,0,0,-8.7,8.9,0,-8.7,0,0
2,3,4,0,0,-8.6,9.1,0,-8.6,0,0
2,3,5,0,0,-8.6,9.3,0,-8.6,0,0
2,3,6,0,0,-8.4,8.1,0,-8.4,0,0
2,3,7,0,1,-8.3,6.9,0.97,-9.476,56.162,0
2,3,8,0,20,-8.1,5.7,18.941,-9.135,1095.361,779.369
2,3,9,7,122,-7.1,5.7,125.621,-6.164,7166.678,6725.415
2,3,10,222,206,-6.2,5.7,376.07,-0.546,20853.662,20043.314
2,3,11,639,186,-5.2,5.7,721.782,7.1,38825.121,37347.785
2,3,12,870,78,-4.1,5.7,817.879,10.433,43408.145,41727.582
2,3,13,830,96,-3,5.7,801.196,11.367,42332.027,40700.395
2,3,14,777,93,-1.9,5.7,695.653,10.531,36745.805,35356.23
2,3,15,407,163,-2,5.9,442.459,5.498,23719.828,22816.982
2,3,16,148,115,-2.2,6,192.444,0.459,10402.628,9884.944
2,3,17,0,21,-2.3,6.2,19.911,-3.013,1122.886,806.378
2,3,18,0,0,-3.2,5.5,0,-3.2,0,0
2,3,19,0,0,-4.1,4.8,0,-4.1,0,0
2,3,20,0,0,-5,4.1,0,-5,0,0
2,3,21,0,0,-5,3.9,0,-5,0,0
2,3,22,0,0,-5,3.8,0,-5,0,0
2,3,23,0,0,-5,3.6,0,-5,0,0
2,4,0,0,0,-5.3,4.3,0,-5.3,0,0
2,4,1,0,0,-5.5,5,0,-5.5,0,0
2,4,2,0,0,-5.8,5.7,0,-5.8,0,0
2,4,3,0,0,-6.4,4.5,0,-6.4,0,0
2,4,4,0,0,-7.1,3.3,0,-7.1,0,0
2,4,5,0,0,-7.7,2.1,0,-7.7,0,0
2,4,6,0,0,-7.8,1.9,0,-7.8,0,0
2,4,7,0,4,-7.9,1.7,3.879,-10.187,225.296,0
2,4,8,113,66,-8,1.5,110.338,-7.051,5989.163,5574.043
2,4,9,419,122,-6.3,2.4,361.634,1.768,19393.209,18627.967
2,4,10,639,130,-4.7,3.2,592.3,8.883,31378.197,30202.365
2,4,11,803,100,-3,4.1,755.833,13.194,39552.875,38044.168
2,4,12,877,77,-2.4,3.8,824.875,16.447,42625.629,40980.719
2,4,13,869,77,-1.8,3.4,807.141,17.541,41481.91,39888.406
2,4,14,788,91,-1.2,3.1,703.742,16.263,36240.922,34872.242
2,4,15,641,97,-1,3.3,517.636,11.458,26907.926,25896.008
2,4,16,317,101,-0.8,3.4,254.739,4.835,13286.209,12694.77
2,4,17,4,28,-0.6,3.6,28.323,-1.117,1571.007,1246.053
2,4,18,0,0,-0.9,3.4,0,-0.9,0,0
2,4,19,0,0,-1.2,3.3,0,-1.2,0,0
2,4,20,0,0,-1.5,3.1,0,-1.5,0,0
2,4,21,0,0,-1.7,2.9,0,-1.7,0,0
2,4,22,0,0,-1.9,2.8,0,-1.9,0,0
2,4,23,0,0,-2.1,2.6,0,-2.1,0,0
2,5,0,0,0,-2.2,2.2,0,-2.2,0,0
2,5,1,0,0,-2.3,1.9,0,-2.3,0,0
2,5,2,0,0,-2.4,1.5,0,-2.4,0,0
2,5,3,0,0,-2.8,1.5,0,-2.8,0,0
2,5,4,0,0,-3.1,1.5,0,-3.1,0,0
2,5,5,0,0,-3.5,1.5,0,-3.5,0,0
2,5,6,0,0,-3.2,1.7,0,-3.2,0,0
2,5,7,0,3,-2.9,1.9,2.91,-5.059,165.477,0
2,5,8,40,62,-2.6,2.1,78.336,-2.621,4293.686,3914.647
2,5,9,257,140,-1.2,2.3,292.917,4.938,15616.191,14961.263
2,5,10,446,186,0.3,2.4,521.677,13.043,27205.541,26183.107
2,5,11,660,172,1.7,2.6,728.909,19.933,37031.23,35629.777
2,5,12,557,218,2.4,2.8,725.522,20.663,36811.918,35419.598
2,5,13,390,270,3.1,2.9,629.388,18.813,32211.504,31003.701
2,5,14,290,245,3.8,3.1,496.643,15.736,25730.082,24759.219
2,5,15,299,187,3.2,2.9,397.916,12.658,20738.004,19931.277
2,5,16,302,93,2.6,2.8,245.651,8.088,12645.912,12071.311
2,5,17,4,29,2,2.6,29.373,1.513,1611.847,1286.117
2,5,18,0,0,1.7,2.9,0,1.7,0,0
2,5,19,0,0,1.3,3.3,0,1.3,0,0
2,5,20,0,0,1,3.6,0,1,0,0
2,5,21,0,0,0.9,3.3,0,0.9,0,0
2,5,22,0,0,0.7,2.9,0,0.7,0,0
2,5,23,0,0,0.6,2.6,0,0.6,0,0
2,6,0,0,0,0.3,2.4,0,0.3,0,0
2,6,1,0,0,-0.1,2.3,0,-0.1,0,0
2,6,2,0,0,-0.4,2.1,0,-0.4,0,0
