Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
6,14,12,134,475,23.8,4.4,613.933,36.061,29003.85,27916.674
6,14,13,402,387,24.5,4.3,794.05,40.95,36600.695,35217.141
6,14,14,741,223,25.1,4.1,895.581,44.224,40550.93,38998.645
6,14,15,806,117,24,4.4,731.265,39.571,33714.258,32447.672
6,14,16,678,133,23,4.8,524.742,33.46,24479.98,23551.719
6,14,17,491,127,21.9,5.1,300.118,27.326,13691.966,13089.72
6,14,18,202,92,21.2,5.3,109.533,22.533,4896.153,4504.505
6,14,19,0,17,20.6,5.5,16.11,19.871,822.167,511.256
6,14,20,0,0,19.9,5.7,0,19.9,0,0
6,14,21,0,0,19.8,5,0,19.8,0,0
6,14,22,0,0,19.6,4.3,0,19.6,0,0
6,14,23,0,0,19.5,3.6,0,19.5,0,0
6,15,0,0,0,19.2,3.3,0,19.2,0,0
6,15,1,0,0,19,2.9,0,19,0,0
6,15,2,0,0,18.7,2.6,0,18.7,0,0
6,15,3,0,0,18.5,1.9,0,18.5,0,0
6,15,4,0,0,18.3,1.2,0,18.3,0,0
6,15,5,0,9,18.1,0.5,8.516,15.714,442.896,138.959
6,15,6,0,67,18.9,0.7,62.587,18.624,3212.399,2855.409
6,15,7,0,126,19.8,0.8,118.883,21.855,6011.908,5596.292
6,15,8,0,131,20.6,1,124.565,23.047,6264.526,5843.372
6,15,9,2,176,21.4,1,169.448,25.337,8430.112,7959.811
6,15,10,4,211,22.3,1,205.677,27.623,10122.915,9612.103
6,15,11,4,234,23.1,1,228.815,29.335,11170.326,10633.527
6,15,12,3,274,23.3,1.1,267.199,30.659,12961.311,12378.448
6,15,13,3,295,23.5,1.2,287.353,31.458,13885.219,13277.789
6,15,14,8,289,23.7,1.2,285.013,31.675,13757.09,13153.1
6,15,15,7,266,24,1.3,259.946,31.064,12582.74,12009.785
6,15,16,8,215,24.2,1.4,209.094,29.552,10189.436,9676.993
6,15,17,1,147,24.4,1.5,139.003,27.437,6845.427,6411.385
6,15,18,0,53,22.6,2.2,50.313,22.671,2534.723,2191.168
6,15,19,0,5,20.9,2.9,4.726,19.546,241.566,0
6,15,20,0,0,19.1,3.6,0,19.1,0,0
6,15,21,0,0,19.2,3.4,0,19.2,0,0
6,15,22,0,0,19.2,3.3,0,19.2,0,0
6,15,23,0,0,19.3,3.1,0,19.3,0,0
6,16,0,0,0,18.8,2.6,0,18.8,0,0
6,16,1,0,0,18.4,2,0,18.4,0,0
6,16,2,0,0,17.9,1.5,0,17.9,0,0
6,16,3,0,0,17.5,1.9,0,17.5,0,0
6,16,4,0,0,17.2,2.2,0,17.2,0,0
6,16,5,0,8,16.8,2.6,7.568,15.228,394.453,91.401
6,16,6,93,69,18,2.2,72.356,18.116,3451.801,3089.993
6,16,7,223,180,19.3,1.9,242.95,24.38,11590.204,11042.79
6,16,8,608,164,20.5,1.5,497.745,33.779,23137.781,22254.145
6,16,9,754,151,22.1,1.9,709.172,40.788,32462.729,31245.199
6,16,10,810,161,23.8,2.2,879.103,46.388,39341.641,37842.074
6,16,11,854,154,25.4,2.6,983.952,49.684,43336.027,41658.77
6,16,12,856,163,26.1,2.8,1031.364,51.127,45084.582,43326.32
6,16,13,853,157,26.8,2.9,993.004,50.799,43478.172,41794.402
6,16,14,833,146,27.5,3.1,897.95,48.841,39683.168,38168.809
6,16,15,773,146,26.7,3.4,736.389,43.778,33242.699,31994.717
6,16,16,684,132,26,3.8,528.228,37.735,24130.398,23213.871
6,16,17,494,127,25.2,4.1,302.129,31.455,13519.954,12922.302
6,16,18,207,93,23.5,3.8,111.567,25.254,4918.036,4525.925
6,16,19,0,18,21.8,3.4,17.061,20.971,866.289,554.56
6,16,20,0,0,20.1,3.1,0,20.1,0,0
6,16,21,0,0,19.8,2.8,0,19.8,0,0
6,16,22,0,0,19.5,2.4,0,19.5,0,0
6,16,23,0,0,19.2,2.1,0,19.2,0,0
6,17,0,0,0,19.1,2.1,0,19.1,0,0
6,17,1,0,0,19.1,2.1,0,19.1,0,0
6,17,2,0,0,19,2.1,0,19,0,0
6,17,3,0,0,18.6,2.1,0,18.6,0,0
6,17,4,0,0,18.3,2.1,0,18.3,0,0
6,17,5,0,10,17.9,2.1,9.464,16.331,490.855,186.042
6,17,6,92,69,19,2.3,72.169,19.142,3429.66,3068.3
6,17,7,89,176,20.1,2.4,194.208,23.61,9519.73,9023.563
6,17,8,90,268,21.2,2.6,305.275,27.739,14918.773,14283.213
6,17,9,66,343,22.4,2.6,381.143,31.107,18425.018,17688.924
6,17,10,6,417,23.6,2.6,408.049,33.164,19553.766,18783.631
6,17,11,49,364,24.8,2.6,406.256,34.393,19350.9,18586.943
6,17,12,40,417,25.2,2.6,453.342,35.92,21432.125,20603.533
6,17,13,50,425,25.6,2.6,469.244,36.823,22084.318,21234.898
6,17,14,34,427,26,2.6,450.337,36.811,21193.922,20372.869
6,17,15,161,374,26.2,2.8,489.568,37.626,22903.043,22027.094
6,17,16,325,261,26.5,2.9,442.043,36.792,20514.104,19714.363
6,17,17,500,126,26.7,3.1,303.837,33.489,13458.381,12862.369
6,17,18,209,93,24.9,2.8,112.086,26.949,4897.319,4505.646
6,17,19,0,18,23.2,2.4,17.06,22.337,860.816,549.188
6,17,20,0,0,21.4,2.1,0,21.4,0,0
6,17,21,0,0,20.7,2.1,0,20.7,0,0
6,17,22,0,0,20.1,2.1,0,20.1,0,0
6,17,23,0,0,19.4,2.1,0,19.4,0,0
6,18,0,0,0,19.1,2.6,0,19.1,0,0
6,18,1,0,0,18.9,3.1,0,18.9,0,0
6,18,2,0,0,18.6,3.6,0,18.6,0,0
6,18,3,0,0,18.3,3.3,0,18.3,0,0
6,18,4,0,0,17.9,2.9,0,17.9,0,0
6,18,5,0,13,17.6,2.6,12.312,16.206,638.931,331.401
6,18,6,140,81,18.6,2.2,87.108,19.141,4057.062,3682.912
6,18,7,253,167,19.7,1.9,241.133,24.786,11401.041,10858.423
6,18,8,282,252,20.7,1.5,398.96,31.22,18996.354,18243.131
6,18,9,331,322,21.8,1.9,561.927,36.418,26384.367,25390.809
6,18,10,296,430,23,2.2,692.13,40.679,31925.523,30728.742
6,18,11,382,403,24.1,2.6,780.625,43.297,35551.695,34211.27
6,18,12,457,412,25.5,2.8,885.984,46.829,39621.512,38109.828
6,18,13,559,368,26.8,2.9,928.402,49.046,41032.703,39459.156
6,18,14,776,198,28.2,3.1,902.664,49.484,39760.066,38242.367
6,18,15,804,124,28,2.9,738.646,46.018,32953.699,31717.047
6,18,16,690,130,27.9,2.8,530.745,40.978,23854.525,22947.203
6,18,17,500,126,27.7,2.6,304.292,35.17,13372.14,12778.42
6,18,18,212,94,25.8,2.1,113.602,28.172,4933.256,4540.823
6,18,19,0,18,23.9,1.5,17.06,22.98,858.239,546.659
6,18,20,0,0,22,1,0,22,0,0
6,18,21,0,0,21.6,1.4,0,21.6,0,0
6,18,22,0,0,21.1,1.7,0,21.1,0,0
6,18,23,0,0,20.7,2.1,0,20.7,0,0
6,19,0,0,0,20,2.9,0,20,0,0
6,19,1,0,0,19.4,3.8,0,19.4,0,0
6,19,2,0,0,18.7,4.6,0,18.7,0,0
6,19,3,0,0,18.5,3.6,0,18.5,0,0
6,19,4,0,0,18.4,2.5,0,18.4,0,0
6,19,5,0,5,18.2,1.5,4.727,16.32,245.149,0
6,19,6,0,52,19.7,1.5,49.238,19.145,2521.247,2177.957
6,19,7,1,135,21.2,1.5,127.5,23.191,6405.307,5981.05
6,19,8,8,220,22.7,1.5,213.324,27.526,10495.661,9975.682
6,19,9,14,295,24.2,1.5,292.652,31.632,14124.278,13510.403
6,19,10,22,350,25.7,1.5,356.381,35.217,16905.035,16213.491
6,19,11,31,380,27.2,1.5,404.85,38.284,18915.191,18164.416
6,19,12,31,395,28.8,2.4,422.096,39.025,19647.98,18874.967
6,19,13,31,384,30.3,3.2,409.441,39.388,19023.893,18269.84
6,19,14,22,357,31.9,4.1,363.822,39.293,16911.189,16219.468
6,19,15,2,271,30.8,3.8,260.998,36.079,12328.648,11762.292
6,19,16,1,171,29.7,3.4,163.243,32.752,7837.667,7381.109
6,19,17,0,87,28.6,3.1,82.622,29.616,4028.02,3654.468
6,19,18,0,37,26.5,2.4,35.083,26.116,1739.12,1410.965
6,19,19,0,5,24.4,1.7,4.726,22.873,237.882,0
6,19,20,0,0,22.3,1,0,22.3,0,0
6,19,21,0,0,22.1,1.4,0,22.1,0,0
6,19,22,0,0,21.9,1.7,0,21.9,0,0
6,19,23,0,0,21.7,2.1,0,21.7,0,0
6,20,0,0,0,21.4,2.6,0,21.4,0,0
6,20,1,0,0,21.2,3.1,0,21.2,0,0
6,20,2,0,0,20.9,3.6,0,20.9,0,0
6,20,3,0,0,20.4,3.8,0,20.4,0,0
6,20,4,0,0,20,3.9,0,20,0,0
6,20,5,0,3,19.5,4.1,2.835,18.125,145.821,0
6,20,6,0,30,19.2,4.4,28.432,18.412,1460.727,1137.864
6,20,7,0,78,18.9,4.8,74.105,19.113,3795.084,3426.306
6,20,8,0,130,18.6,5.1,123.604,19.839,6309.053,5886.919
6,20,9,2,176,18.8,5.1,169.425,21.011,8600.591,8126.293
6,20,10,4,210,19,5.1,204.68,21.971,10344.838,9828.577
6,20,11,5,233,19.2,5.1,228.782,22.697,11524.371,10978.629
6,20,12,4,272,20,6.3,266.226,23.75,13344.933,12751.936
6,20,13,3,295,20.9,7.5,287.34,24.63,14344.076,13724.242
6,20,14,8,291,21.7,8.7,286.96,25.106,14292.604,13674.168
6,20,15,2,227,22,7.7,218.585,24.658,10909.807,10379.536
6,20,16,0,156,22.2,6.7,148.402,23.881,7434.327,6986.998
6,20,17,0,87,22.5,5.7,82.623,23.083,4154.511,3778.352
6,20,18,0,59,22.1,5,55.857,22.1,2821.479,2472.275
6,20,19,0,10,21.7,4.3,9.462,20.653,481.17,176.534
6,20,20,0,0,21.3,3.6,0,21.3,0,0
6,20,21,0,0,20.5,3.3,0,20.5,0,0
6,20,22,0,0,19.8,2.9,0,19.8,0,0
6,20,23,0,0,19,2.6,0,19,0,0
6,21,0,0,0,18.5,2.2,0,18.5,0,0
6,21,1,0,0,18,1.9,0,18,0,0
6,21,2,0,0,17.5,1.5,0,17.5,0,0
6,21,3,0,0,17.3,1.7,0,17.3,0,0
6,21,4,0,0,17.2,1.9,0,17.2,0,0
6,21,5,0,6,17,2.1,5.673,15.277,295.636,0
6,21,6,0,62,18.5,1.9,58.135,18.218,2989.416,2636.879
6,21,7,13,158,20,1.7,152.574,22.645,7654.672,7202.314
6,21,8,21,260,21.5,1.5,258.229,27.697,12682.096,12106.55
6,21,9,15,316,22.8,1.7,313.619,30.697,15204.777,14561.312
6,21,10,3,341,24,1.9,330.985,32.291,15928.716,15265.006
6,21,11,27,299,25.3,2.1,319.97,33.117,15336.605,14689.479
6,21,12,27,399,25.4,2.6,422.108,35.143,20032.354,19247.539
6,21,13,67,438,25.6,3.1,498.944,36.805,23484.059,22589.021
6,21,14,117,434,25.7,3.6,537.315,37.362,25213.299,24260.17
6,21,15,168,369,25.1,3.9,490.376,35.529,23180.211,22295.184
6,21,16,192,291,24.6,4.3,392.274,32.558,18679.533,17935.836
6,21,17,138,219,24,4.6,256.338,28.7,12250.557,11686.221
6,21,18,100,98,23.2,4.1,102.77,24.606,4820.978,4430.916
6,21,19,0,16,22.4,3.6,15.158,21.535,767.676,457.772
6,21,20,0,0,21.7,3.1,0,21.7,0,0
6,21,21,0,0,20.9,2.5,0,20.9,0,0
6,21,22,0,0,20.1,2,0,20.1,0,0
6,21,23,0,0,19.3,1.5,0,19.3,0,0
6,22,0,0,0,18.9,1.7,0,18.9,0,0
6,22,1,0,0,18.5,1.9,0,18.5,0,0
6,22,2,0,0,18.1,2.1,0,18.1,0,0
6,22,3,0,0,18.2,2.1,0,18.2,0,0
6,22,4,0,0,18.4,2.1,0,18.4,0,0
6,22,5,0,3,18.5,2.1,2.835,16.761,146.726,0
6,22,6,0,47,19.2,3.3,44.606,18.684,2288.863,1950.111
6,22,7,44,153,20,4.5,158.072,22.016,7876.298,7418.851
6,22,8,176,262,20.7,5.7,347.85,26.084,17049.252,16353.545
6,22,9,93,385,21,5.2,441.604,28.766,21582.84,20749.459
6,22,10,110,401,21.4,4.6,495.059,31.001,23965.109,23054.104
6,22,11,65,432,21.7,4.1,489.879,31.86,23624.467,22724.783
6,22,12,56,428,21.9,4.4,480.39,31.541,23203.514,22317.719
6,22,13,44,399,22.1,4.8,437.222,30.393,21235.697,20413.322
6,22,14,25,354,22.3,5.1,363.598,28.815,17792.891,17075.506
6,22,15,17,281,22,4.6,282.033,27.139,13908.428,13300.374
6,22,16,5,201,21.7,4.1,194.102,25.11,9663.102,9163.475
6,22,17,0,118,21.4,3.6,111.687,22.917,5620.269,5213.156
6,22,18,0,51,21,3.1,48.406,20.882,2458.906,2116.837
6,22,19,0,6,20.5,2.6,5.673,19.105,290.522,0
6,22,20,0,0,20.1,2.1,0,20.1,0,0
6,22,21,0,0,19.8,1.9,0,19.8,0,0
6,22,22,0,0,19.6,1.7,0,19.6,0,0
6,22,23,0,0,19.3,1.5,0,19.3,0,0
6,23,0,0,0,19,1.3,0,19,0,0
6,23,1,0,0,18.8,1.2,0,18.8,0,0
6,23,2,0,0,18.5,1,0,18.5,0,0
6,23,3,0,0,18.6,1.4,0,18.6,0,0
6,23,4,0,0,18.6,1.7,0,18.6,0,0
6,23,5,0,3,18.7,2.1,2.835,16.935,146.611,0
6,23,6,0,29,19.3,2.3,27.482,18.248,1412.984,1091.023
6,23,7,0,78,19.9,2.4,74.101,20.17,3776.556,3408.156
6,23,8,0,130,20.5,2.6,123.599,22.165,6241.436,5820.79
6,23,9,2,175,21.1,3.3,168.456,23.818,8440.654,7970.106
6,23,10,4,210,21.7,3.9,204.669,25.167,10191.023,9678.542
6,23,11,4,234,22.3,4.6,228.779,26.071,11343.438,10802.276
6,23,12,18,318,22.8,3.9,325.203,29.038,15898.434,15235.577
6,23,13,33,382,23.4,3.3,409.416,32.144,19717.41,18942.271
6,23,14,36,424,23.9,2.6,449.209,34.532,21380.52,20553.563
6,23,15,61,359,23,3.1,395.455,31.9,19050.367,18295.516
6,23,16,47,294,22,3.6,309.01,28.411,15108.957,14468.146
6,23,17,45,194,21.1,4.1,198.823,24.659,9824.189,9320.659
6,23,18,11,89,20.7,3.8,84.213,21.568,4229.664,3851.951
6,23,19,0,12,20.3,3.4,11.359,19.236,581.401,274.928
6,23,20,0,0,19.9,3.1,0,19.9,0,0
6,23,21,0,0,19.7,2.8,0,19.7,0,0
6,23,22,0,0,19.5,2.4,0,19.5,0,0
6,23,23,0,0,19.3,2.1,0,19.3,0,0
6,24,0,0,0,19.3,1.4,0,19.3,0,0
6,24,1,0,0,19.2,0.7,0,19.2,0,0
6,24,2,0,0,19.2,0,0,19.2,0,0
6,24,3,0,0,19.2,0,0,19.2,0,0
6,24,4,0,0,19.1,0,0,19.1,0,0
6,24,5,0,7,19.1,0,6.62,15.801,344.183,42.047
6,24,6,5,74,19.8,0.9,69.017,19.803,3509.278,3146.309
6,24,7,95,169,20.5,1.7,189.168,24.231,9221.72,8732.702
6,24,8,146,278,21.2,2.6,346.443,28.738,16798.566,16110.088
6,24,9,93,405,21.6,2.9,461.079,31.993,22187.971,21335.217
6,24,10,102,459,22.1,3.3,540.269,34.108,25762.064,24790.1
6,24,11,80,505,22.5,3.6,578.116,35.157,27433.291,26402.771
6,24,12,98,447,23.1,3.6,541.633,35.037,25718.18,24747.727
6,24,13,52,422,23.7,3.6,468.234,33.951,22351.805,21493.766
6,24,14,18,361,24.3,3.6,364.221,32.106,17543.113,16833.047
6,24,15,18,281,23.5,3.1,282.824,29.587,13785.104,13180.363
6,24,16,6,202,22.6,2.6,195.652,26.689,9667.074,9167.351
6,24,17,0,119,21.8,2.1,112.63,23.711,5646.771,5239.086
6,24,18,0,56,21.6,2.6,53.14,21.623,2690.181,2343.571
6,24,19,0,8,21.4,3.1,7.567,20.163,385.642,82.751
6,24,20,0,0,21.2,3.6,0,21.2,0,0
6,24,21,0,0,21,2.7,0,21,0,0
6,24,22,0,0,20.8,1.9,0,20.8,0,0
6,24,23,0,0,20.6,1,0,20.6,0,0
6,25,0,0,0,20.4,1,0,20.4,0,0
6,25,1,0,0,20.1,1,0,20.1,0,0
6,25,2,0,0,19.9,1,0,19.9,0,0
6,25,3,0,0,19.5,1.7,0,19.5,0,0
6,25,4,0,0,19.2,2.4,0,19.2,0,0
6,25,5,0,12,18.8,3.1,11.363,17.471,586.306,279.743
6,25,6,99,82,20.2,3.4,82.82,20.624,3935.517,3563.865
6,25,7,176,174,21.5,3.8,220.337,25.158,10529.624,10008.805
6,25,8,117,295,22.9,4.1,344.789,29.433,16693.727,16008.26
6,25,9,95,360,24,4.6,418.375,31.908,20137.189,19349.141
6,25,10,36,412,25,5.2,435.799,32.821,20915.877,20103.576
6,25,11,32,377,26.1,5.7,402.727,32.946,19319.441,18556.441
6,25,12,35,389,25.6,5.3,420.047,33.023,20143.08,19354.85
6,25,13,35,380,25.2,5,409.405,32.7,19663.479,18889.99
6,25,14,34,347,24.7,4.6,370.679,31.767,17882.672,17162.645
6,25,15,9,265,23.3,3.9,260.557,28.432,12772.459,12194.55
6,25,16,1,171,21.9,3.3,163.266,24.838,8141.41,7677.834
6,25,17,0,87,20.5,2.6,82.63,21.388,4187.632,3810.79
6,25,18,0,56,20.3,2.8,53.143,20.205,2707.986,2361.025
6,25,19,0,9,20,2.9,8.514,18.723,436.808,132.982
6,25,20,0,0,19.8,3.1,0,19.8,0,0
6,25,21,0,0,19.8,2.9,0,19.8,0,0
6,25,22,0,0,19.7,2.8,0,19.7,0,0
6,25,23,0,0,19.7,2.6,0,19.7,0,0
6,26,0,0,0,19.6,2.2,0,19.6,0,0
6,26,1,0,0,19.4,1.9,0,19.4,0,0
6,26,2,0,0,19.3,1.5,0,19.3,0,0
6,26,3,0,0,19.3,2.5,0,19.3,0,0
6,26,4,0,0,19.2,3.6,0,19.2,0,0
6,26,5,0,3,19.2,4.6,2.835,17.918,145.959,0
6,26,6,0,29,19.7,3.6,27.482,18.821,1409.301,1087.41
6,26,7,0,77,20.3,2.5,73.158,20.554,3721.919,3354.633
6,26,8,0,129,20.8,1.5,122.646,22.736,6176.921,5757.692
6,26,9,2,174,21.9,2,167.492,25.084,8342.67,7874.411
6,26,10,4,209,23,2.6,203.697,26.974,10056.394,9547.207
6,26,11,5,232,24.1,3.1,227.799,28.519,11164.214,10627.568
6,26,12,2,303,25,3.1,294.523,31.045,14260.155,13642.6
6,26,13,21,335,25.8,3.1,344.08,33.159,16489.096,15809.485
6,26,14,18,361,26.7,3.1,364.259,34.647,17328.176,16624.379
6,26,15,31,293,26.4,3.3,308.08,32.956,14769.955,14138.487
6,26,16,11,232,26.1,3.4,227.125,30.633,11008.876,10476.128
6,26,17,2,149,25.8,3.6,141.331,28.143,6934.637,6498.596
6,26,18,0,65,24.5,3.1,61.331,24.85,3058.482,2704.569
6,26,19,0,8,23.1,2.6,7.567,21.866,382.624,79.788
6,26,20,0,0,21.8,2.1,0,21.8,0,0
6,26,21,0,0,21.3,2.1,0,21.3,0,0
6,26,22,0,0,20.8,2.1,0,20.8,0,0
6,26,23,0,0,20.3,2.1,0,20.3,0,0
6,27,0,0,0,20.1,2.4,0,20.1,0,0
6,27,1,0,0,19.8,2.8,0,19.8,0,0
6,27,2,0,0,19.6,3.1,0,19.6,0,0
6,27,3,0,0,19.3,2.6,0,19.3,0,0
6,27,4,0,0,19,2,0,19,0,0
6,27,5,0,9,18.7,1.5,8.516,16.91,440.534,136.641
6,27,6,16,73,19.7,1.7,69.128,19.762,3485.234,3122.751
6,27,7,18,161,20.6,1.9,156.79,23.331,7828.85,7372.495
6,27,8,17,211,21.6,2.1,209.553,25.955,10376.522,9859.481
6,27,9,10,273,22.3,1.9,268.444,28.568,13149.381,12561.562
6,27,10,15,301,22.9,1.7,302.443,30.528,14678.896,14049.925
6,27,11,19,304,23.6,1.5,311.415,31.892,15015.968,14377.727
6,27,12,19,316,23.5,2.2,324.26,31.245,15684.787,15027.937
6,27,13,19,308,23.4,2.9,315.707,30.309,15340.103,14692.878
6,27,14,17,282,23.3,3.6,286.321,29.04,13996.417,13385.993
6,27,15,12,285,23.2,3.6,282.185,28.783,13808.868,13203.49
6,27,16,17,246,23.2,3.6,243.961,27.92,11975.148,11417.903
6,27,17,13,177,23.1,3.6,171.373,26.106,8467.39,7996.216
6,27,18,0,74,22.4,3.3,69.425,22.95,3493.033,3130.393
6,27,19,0,9,21.6,2.9,8.514,20.409,433.443,129.68
6,27,20,0,0,20.9,2.6,0,20.9,0,0
6,27,21,0,0,20.7,2.4,0,20.7,0,0
6,27,22,0,0,20.4,2.3,0,20.4,0,0
6,27,23,0,0,20.2,2.1,0,20.2,0,0
6,28,0,0,0,20,1.7,0,20,0,0
6,28,1,0,0,19.9,1.4,0,19.9,0,0
6,28,2,0,0,19.7,1,0,19.7,0,0
6,28,3,0,0,19.7,1.2,0,19.7,0,0
6,28,4,0,0,19.6,1.3,0,19.6,0,0
6,28,5,0,3,19.6,1.5,2.835,17.674,146.121,0
6,28,6,0,28,20.1,1.3,26.532,18.813,1360.651,1039.678
6,28,7,0,76,20.6,1.2,72.213,20.852,3668.792,3302.586
6,28,8,0,128,21.1,1,121.695,23.226,6115.06,5697.188
6,28,9,2,174,21.5,1.5,167.49,24.958,8347.517,7879.145
6,28,10,4,209,22,2.1,203.696,26.241,10091.33,9581.289
6,28,11,5,232,22.4,2.6,227.8,27.063,11241.959,10703.357
6,28,12,4,272,23.2,2.6,266.239,28.888,13025.216,12440.671
6,28,13,5,293,24,2.6,287.383,30.32,13963.178,13353.65
6,28,14,8,291,24.8,2.6,287.033,31.177,13888.169,13280.66
6,28,15,13,263,24.8,2.9,261.716,30.348,12710.772,12134.478
6,28,16,8,218,24.8,3.3,212.091,28.911,10367.772,9850.948
6,28,17,3,149,24.8,3.6,141.727,27.099,6986.572,6549.366
6,28,18,0,60,23.6,2.9,56.801,23.831,2846.158,2496.466
6,28,19,0,7,22.3,2.2,6.619,20.938,336.167,34.177
6,28,20,0,0,21.1,1.5,0,21.1,0,0
6,28,21,0,0,20.8,1.5,0,20.8,0,0
6,28,22,0,0,20.4,1.5,0,20.4,0,0
6,28,23,0,0,20.1,1.5,0,20.1,0,0
6,29,0,0,0,20.1,2.2,0,20.1,0,0
6,29,1,0,0,20.1,2.9,0,20.1,0,0
6,29,2,0,0,20.1,3.6,0,20.1,0,0
6,29,3,0,0,20,3.3,0,20,0,0
6,29,4,0,0,20,2.9,0,20,0,0
6,29,5,0,3,19.9,2.6,2.835,18.295,145.708,0
6,29,6,0,28,20.7,2.4,26.532,19.678,1355.273,1034.402
6,29,7,0,76,21.5,2.3,72.213,21.76,3653.425,3287.532
6,29,8,0,128,22.3,2.1,121.694,24.061,6091.232,5673.882
6,29,9,2,174,22.2,2.4,167.49,25.209,8337.625,7869.484
6,29,10,4,209,22.2,2.8,203.696,26.066,10099.672,9589.428
6,29,11,5,232,22.1,3.1,227.802,26.492,11272.542,10733.169
6,29,12,5,240,22.1,2.4,236.059,27.163,11644.038,11095.255
6,29,13,5,235,22.1,1.7,230.886,27.632,11363.488,10821.82
6,29,14,5,214,22.1,1,209.652,27.845,10307.687,9792.341
6,29,15,16,260,22.2,1.9,261.125,28.271,12808.179,12229.334
6,29,16,32,253,22.2,2.7,261.38,27.779,12826.43,12247.107
6,29,17,64,186,22.3,3.6,198.973,25.954,9731.934,9230.641
6,29,18,23,105,21.6,2.9,98.929,22.96,4904.909,4513.075
6,29,19,0,17,21,2.2,16.108,19.988,821.625,510.723
6,29,20,0,0,20.3,1.5,0,20.3,0,0
6,29,21,0,0,20.4,1.3,0,20.4,0,0
6,29,22,0,0,20.5,1.2,0,20.5,0,0
6,29,23,0,0,20.6,1,0,20.6,0,0
6,30,0,0,0,20.6,1.4,0,20.6,0,0
6,30,1,0,0,20.6,1.7,0,20.6,0,0
6,30,2,0,0,20.6,2.1,0,20.6,0,0
6,30,3,0,0,20.6,2.1,0,20.6,0,0
6,30,4,0,0,20.6,2.1,0,20.6,0,0
6,30,5,0,4,20.6,2.1,3.78,18.953,193.744,0
6,30,6,0,34,21.3,2.4,32.234,20.447,1640.737,1314.458
6,30,7,0,84,21.9,2.8,79.712,22.362,4021.603,3648.183
6,30,8,0,127,22.6,3.1,120.745,24.162,6040.845,5624.597
6,30,9,3,193,23.3,2.9,186.438,26.603,9219.726,8730.756
6,30,10,4,259,24,2.8,252.092,29.112,12319.459,11753.341
6,30,11,19,303,24.7,2.6,310.448,31.552,14994.084,14356.447
6,30,12,23,341,25.3,2.4,359.886,33.725,17198.924,16498.881
6,30,13,25,361,26,2.3,380.741,35.203,18063.666,17338.299
6,30,14,16,363,26.7,2.1,364.526,35.816,17241.26,16539.988
6,30,15,20,325,26.1,2.3,327.066,33.976,15605.785,14951.147
6,30,16,20,261,25.4,2.4,260.075,31.391,12553.441,11981.25
6,30,17,16,176,24.8,2.6,171.648,28.267,8388.134,7918.814
6,30,18,0,70,24,1.7,65.856,24.708,3286.326,2927.853
6,30,19,0,8,23.6,0.9,7.567,22.01,382.369,79.537
6,30,20,0,0,23.1,0,0,23.1,0,0
6,30,21,0,0,22.6,0.7,0,22.6,0,0
6,30,22,0,0,22,1.4,0,22,0,0
6,30,23,0,0,21.3,2.1,0,21.3,0,0
7,1,0,0,0,20.7,2.3,0,20.7,0,0
7,1,1,0,0,20.2,2.4,0,20.2,0,0
7,1,2,0,0,19.9,2.6,0,19.9,0,0
7,1,3,0,0,19.8,1.7,0,19.8,0,0
7,1,4,0,0,19.7,0.9,0,19.7,0,0
7,1,5,0,3,19.7,0,2.835,16.247,147.068,0
7,1,6,0,31,20.2,1,29.383,18.895,1506.266,1182.541
7,1,7,0,80,20.4,2.1,75.962,20.745,3861.157,3491.029
7,1,8,0,131,20.6,3.1,124.541,22.203,6287.917,5866.249
7,1,9,2,176,21.1,2.9,169.408,23.965,8482.484,8010.957
7,1,10,4,210,21.5,2.8,204.665,25.385,10180.352,9668.132
7,1,11,5,233,22,2.6,228.78,26.685,11310.543,10770.212
7,1,12,24,371,23.5,2.4,383.339,32.27,18450.396,17713.547
7,1,13,87,447,24.9,2.3,528.068,37.819,24729.424,23792.742
7,1,14,247,403,26.4,2.1,629.773,42.603,28773.252,27694.494
7,1,15,150,411,25.5,2.3,519.206,38.881,24145.945,23228.898
7,1,16,111,333,24.7,2.4,384.369,34.311,18219.576,17489.59
7,1,17,131,200,23.8,2.6,237.865,29.225,11338.95,10797.902
7,1,18,17,87,21.7,1.7,83.517,23.098,4145.661,3769.685
7,1,19,0,9,19.7,0.9,8.514,18.083,438.08,134.232
7,1,20,0,0,17.6,0,0,17.6,0,0
7,1,21,0,0,18,0.3,0,18,0,0
7,1,22,0,0,18.3,0.7,0,18.3,0,0
7,1,23,0,0,18.7,1,0,18.7,0,0
7,2,0,0,0,18.7,1,0,18.7,0,0
7,2,1,0,0,18.7,1,0,18.7,0,0
7,2,2,0,0,18.7,1,0,18.7,0,0
7,2,3,0,0,18.8,0.8,0,18.8,0,0
7,2,4,0,0,18.8,0.7,0,18.8,0,0
7,2,5,0,3,18.9,0.5,2.835,16.27,147.053,0
7,2,6,0,31,19.5,0.7,29.383,18.014,1512.336,1188.496
7,2,7,0,79,20,0.8,75.022,20.347,3820.388,3451.093
7,2,8,0,131,20.6,1,124.541,22.82,6269.916,5848.644
7,2,9,2,176,21.5,0.8,169.409,25.661,8415.252,7945.297
